Location,Strand,Length,PID,start,end
1852017..1853057,+,346,15791245,1852017,1853057
1853446..1855077,-,543,15791246,1853446,1855077
1855271..1855378,-,35,15791247,1855271,1855378
1855514..1856632,-,372,16554519,1855514,1856632
1856718..1857755,-,345,15791249,1856718,1857755
1857748..1859352,-,534,15791250,1857748,1859352
1859352..1860467,-,371,15791251,1859352,1860467
1860511..1861650,-,379,15791252,1860511,1861650
1861805..1862707,+,300,15791253,1861805,1862707
1862700..1863449,+,249,15791254,1862700,1863449
1864085..1864888,+,267,15791255,1864085,1864888
1864885..1865133,-,82,15791256,1864885,1865133
1865117..1865437,-,106,15791257,1865117,1865437
1865502..1865996,+,164,15791258,1865502,1865996
1866003..1866383,+,126,15791259,1866003,1866383
1866390..1867403,-,337,15791260,1866390,1867403
1867590..1868285,-,231,15791261,1867590,1868285
1868371..1869552,+,393,15791262,1868371,1869552
1869757..1871265,+,502,15791263,1869757,1871265
1871265..1872968,+,567,15791264,1871265,1872968
1872969..1874018,-,349,15791265,1872969,1874018
1874236..1874547,+,103,15791266,1874236,1874547
1881134..1881790,+,218,15791267,1881134,1881790
1881839..1882036,+,65,15791268,1881839,1882036
1882189..1882320,-,43,15791269,1882189,1882320
1882378..1883610,-,410,15791270,1882378,1883610
1883735..1885204,+,489,15791271,1883735,1885204
1885376..1885771,+,131,15791272,1885376,1885771
1886025..1886285,+,86,15791273,1886025,1886285
1886292..1887203,+,303,15791274,1886292,1887203
1887200..1888003,-,267,15791275,1887200,1888003
1888045..1889127,-,360,15791276,1888045,1889127
1889187..1889660,-,157,15791277,1889187,1889660
1889712..1890155,+,147,15791278,1889712,1890155
1890170..1890721,-,183,15791279,1890170,1890721
1890711..1891115,-,134,15791280,1890711,1891115
1891191..1891811,+,206,15791281,1891191,1891811
1891808..1892323,-,171,15791282,1891808,1892323
1892426..1895257,+,943,15791283,1892426,1895257
1895306..1897006,+,566,15791284,1895306,1897006
1897064..1898107,+,347,15791285,1897064,1898107
1898114..1899061,+,315,15791286,1898114,1899061
1899063..1899422,+,119,15791287,1899063,1899422
1899427..1900695,-,422,15791288,1899427,1900695
1900720..1901403,-,227,15791289,1900720,1901403
1901458..1902318,+,286,15791290,1901458,1902318
1902361..1902801,+,146,15791291,1902361,1902801
1902806..1903378,-,190,15791292,1902806,1903378
1903499..1905028,+,509,15791293,1903499,1905028
1905159..1906304,+,381,16554520,1905159,1906304
1906294..1906926,-,210,15791295,1906294,1906926
1906993..1907088,-,31,15791296,1906993,1907088
1907681..1908784,-,367,15791297,1907681,1908784
1908841..1911486,-,881,15791298,1908841,1911486
1911770..1912900,+,376,15791299,1911770,1912900
1912908..1914029,+,373,15791300,1912908,1914029
1914032..1914853,+,273,15791301,1914032,1914853
1915106..1916023,+,305,15791302,1915106,1916023
1916020..1916601,-,193,15791303,1916020,1916601
1916695..1917273,+,192,15791304,1916695,1917273
1917494..1917904,-,136,15791305,1917494,1917904
1918048..1918968,-,306,15791306,1918048,1918968
1918972..1920051,-,359,15791307,1918972,1920051
1920058..1921212,-,384,15791308,1920058,1921212
1921302..1922165,-,287,15791309,1921302,1922165
1922429..1923976,+,515,15791310,1922429,1923976
1924311..1926428,+,705,15791311,1924311,1926428
1926895..1927356,-,153,15791312,1926895,1927356
1927515..1928057,+,180,15791313,1927515,1928057
1928058..1928555,-,165,15791314,1928058,1928555
1928690..1930267,+,525,15791315,1928690,1930267
1930439..1932424,+,661,15791316,1930439,1932424
1932464..1933003,+,179,15791317,1932464,1933003
1933026..1933385,+,119,15791318,1933026,1933385
1933410..1933832,+,140,15791319,1933410,1933832
1933811..1934248,-,145,15791320,1933811,1934248
1934329..1934907,+,192,15791321,1934329,1934907
1935013..1935207,+,64,15791322,1935013,1935207
1935261..1935623,+,120,15791323,1935261,1935623
1935688..1935981,-,97,15791324,1935688,1935981
1936134..1936334,+,66,15791325,1936134,1936334
1936344..1937105,-,253,15791326,1936344,1937105
1937298..1937918,-,206,15791327,1937298,1937918
1938030..1938773,+,247,15791328,1938030,1938773
1939254..1940129,+,291,15791329,1939254,1940129
1940155..1940475,+,106,15791330,1940155,1940475
1940522..1941505,-,327,15791331,1940522,1941505
1941587..1941940,+,117,15791332,1941587,1941940
1942002..1942289,-,95,15791333,1942002,1942289
1942282..1942740,-,152,15791334,1942282,1942740
1942737..1943348,-,203,15791335,1942737,1943348
1943386..1943547,-,53,15791336,1943386,1943547
1943660..1943929,+,89,15791337,1943660,1943929
1944035..1945891,+,618,15791338,1944035,1945891
1945888..1946232,-,114,15791339,1945888,1946232
1946319..1947251,+,310,16554521,1946319,1947251
1947251..1948588,+,445,15791341,1947251,1948588
1948559..1949227,-,222,15791342,1948559,1949227
1949316..1950188,-,290,15791343,1949316,1950188
1950221..1950610,-,129,16554522,1950221,1950610
1950650..1951171,+,173,15791344,1950650,1951171
1951188..1952477,-,429,15791345,1951188,1952477
1952690..1954522,-,610,15791346,1952690,1954522
1954525..1954824,-,99,15791347,1954525,1954824
1954955..1955227,+,90,15791348,1954955,1955227
1955274..1957133,-,619,15791349,1955274,1957133
1957549..1959057,+,502,15791350,1957549,1959057
1959213..1960256,+,347,15791351,1959213,1960256
1960353..1960535,+,60,15791352,1960353,1960535
1960727..1962556,+,609,15791353,1960727,1962556
1962562..1963569,+,335,15791354,1962562,1963569
1963879..1964535,+,218,15791355,1963879,1964535
1964484..1965641,-,385,15791356,1964484,1965641
1965732..1965824,+,30,15791357,1965732,1965824
1965903..1967318,+,471,15791358,1965903,1967318
1967327..1967698,-,123,15791359,1967327,1967698
1967776..1968756,-,326,15791360,1967776,1968756
1968823..1969428,-,201,15791361,1968823,1969428
1969542..1970282,+,246,15791362,1969542,1970282
1970298..1970495,-,65,15791363,1970298,1970495
1970550..1971122,-,190,15791364,1970550,1971122
1971212..1974160,+,982,15791365,1971212,1974160
1974232..1975149,+,305,15791366,1974232,1975149
1975213..1976295,+,360,15791367,1975213,1976295
1976303..1977676,-,457,15791368,1976303,1977676
1977745..1978779,-,344,15791369,1977745,1978779
1978824..1979123,-,99,15791370,1978824,1979123
1979205..1980146,+,313,15791371,1979205,1980146
1980191..1980583,+,130,15791372,1980191,1980583
1980692..1981048,-,118,15791373,1980692,1981048
1981201..1981929,+,242,16554523,1981201,1981929
1981952..1982431,-,159,15791374,1981952,1982431
1982514..1982789,+,91,15791375,1982514,1982789
1982832..1984121,+,429,15791376,1982832,1984121
1984401..1984709,-,102,15791377,1984401,1984709
1984713..1985978,-,421,15791378,1984713,1985978
1986133..1987086,-,317,15791379,1986133,1987086
1987884..1989215,-,443,15791380,1987884,1989215
1989233..1989631,+,132,15791381,1989233,1989631
1989693..1991879,-,728,16554524,1989693,1991879
1992072..1992836,+,254,15791383,1992072,1992836
1992911..1993543,-,210,15791384,1992911,1993543
1993547..1993975,-,142,15791385,1993547,1993975
1994139..1994558,-,139,15791386,1994139,1994558
1994558..1995751,-,397,15791387,1994558,1995751
1995744..1998659,-,971,16554525,1995744,1998659
1998659..2000485,-,608,15791389,1998659,2000485
2000487..2002058,-,523,15791390,2000487,2002058
2002059..2002286,-,75,15791391,2002059,2002286
2002626..2003546,-,306,15791392,2002626,2003546
2006199..2006309,-,36,15791393,2006199,2006309
2006446..2006856,-,136,15791394,2006446,2006856
2006920..2007438,-,172,15791395,2006920,2007438
2007840..2009699,+,619,15791396,2007840,2009699
2009709..2011541,-,610,15791397,2009709,2011541
2011729..2014239,+,836,15791398,2011729,2014239
