Contig,Start,End,Strand
HCP21_2416,1,75,-
HCP21_2416,120,914,+
HCP21_2416,918,2192,+
HCP21_2416,2506,3102,+
HCP21_7867,2,352,-
HCP21_7867,412,489,-
HCP21_7512,2,397,+
HCP21_9578,2,166,+
HCP21_9578,133,426,+
HCP21_5898,164,292,-
HCP21_10407,2,412,+
HCP21_6089,1,330,+
HCP21_9923,52,354,+
HCP21_567_,1,87,-
HCP21_567_,136,390,-
HCP21_2294,3,317,+
HCP21_1526,3,506,+
HCP21_8662,2,382,-
HCP21_5991,2,412,-
HCP21_5142,1,414,-
HCP21_6937,101,313,-
HCP21_5416,23,292,+
HCP21_367_,140,268,+
HCP21_9433,2,916,+
HCP21_1116,49,330,-
HCP21_4636,1,459,-
HCP21_1_1_newblercontig00887,2,168,-
HCP21_1_1_newblercontig08258,3,223,-
HCP21_1_1_newblercontig10528,5,199,-
HCP21_1_1_newblercontig12166,12,182,-
HCP21_2_2831,2,109,+
HCP21_2_4331,1,117,+
HCP21_2_4831,3,119,-
HCP21_2_6331,3,128,+
HCP21_2_6831,5,133,+
HCP21_2_10831,3,173,+
HCP21_2_12831,13,189,+
HCP21_2_13331,95,214,+
HCP21_2_32889,2,127,+
HCP21_2_36889,27,176,-
HCP21_2_37889,3,200,-
HCP21_2_38389,47,217,-
HCP21_2_38889,18,200,-
HCP21_2_46991,2,135,-
HCP21_2_50491,3,164,-
HCP21_2_67377,1,183,+
HCP21_2_72020,2,111,-
HCP21_2_81520,20,235,-
HCP21_2_92174,4,192,-
HCP21_2_100346,3,131,-
HCP21_2_108445,15,110,+
HCP21_2_111945,1,129,+
HCP21_2_112945,3,134,-
HCP21_2_114445,9,143,+
HCP21_2_118445,37,210,+
HCP21_2_123193,15,110,+
HCP21_2_130693,1,174,+
HCP21_2_133872,3,100,-
HCP21_2_139872,4,120,+
HCP21_2_140372,15,119,+
HCP21_2_146872,7,138,+
HCP21_2_157725,3,131,-
HCP21_2_161225,87,185,-
HCP21_7262,3,647,+
HCP21_6045,1,141,-
HCP21_2924,96,443,+
HCP21_1586,16,435,-
HCP21_1091,2,145,+
HCP21_1091,237,311,-
HCP21_6555,138,1310,+
HCP21_6721,2,898,+
HCP21_10502,2,517,+
HCP21_130_,95,2404,+
HCP21_4925,2,325,-
HCP21_7679,42,1046,+
HCP21_3245,2,543,-
HCP21_7935,3,920,-
HCP21_8362,1,378,-
HCP21_2360,2,373,-
HCP21_5315,1,1287,+
HCP21_7354,2,400,-
HCP21_1821,138,323,-
HCP21_339_,8,529,-
HCP21_5231,2,370,+
HCP21_10057,35,394,-
HCP21_1_1_newblercontig10529,3,202,-
HCP21_2_1832,8,106,+
HCP21_2_2832,2,111,-
HCP21_2_4332,4,117,-
HCP21_2_5832,3,122,-
HCP21_2_8832,2,150,-
HCP21_2_13332,24,218,+
HCP21_2_15665,1,102,+
HCP21_2_17165,3,107,+
HCP21_2_19165,6,116,-
HCP21_2_35890,1,81,-
HCP21_2_36890,3,175,-
HCP21_2_38390,11,217,+
HCP21_2_40992,3,106,-
HCP21_2_45492,3,125,+
HCP21_2_45992,3,127,-
HCP21_2_48492,3,143,+
HCP21_2_50492,3,164,-
HCP21_2_51992,14,178,+
HCP21_2_63878,2,133,+
HCP21_2_68378,14,214,+
HCP21_2_68878,3,194,-
HCP21_2_70021,3,103,-
HCP21_2_77021,2,144,-
HCP21_2_101347,1,138,+
HCP21_2_112446,33,131,-
HCP21_2_118446,1,210,+
HCP21_2_123194,3,109,-
HCP21_2_129194,3,154,-
HCP21_2_130694,2,172,+
HCP21_2_132194,19,204,-
HCP21_2_133373,10,99,-
HCP21_2_135373,3,107,+
HCP21_2_140873,3,133,-
HCP21_2_142873,3,149,-
HCP21_2_144373,3,164,-
HCP21_2_145373,3,173,+
HCP21_2_146373,21,185,+
HCP21_2_148373,4,216,-
HCP21_2_148873,3,226,-
HCP21_2_156226,3,122,-
HCP21_2_157726,3,128,-
HCP21_2_161726,10,198,-
HCP21_7557,135,392,-
HCP21_7557,560,676,-
HCP21_10143,1,240,+
HCP21_10143,345,578,+
HCP21_10789,2,469,+
HCP21_5260,2,319,-
HCP21_1962,3,316,-
HCP21_4109,3,266,-
HCP21_6854,3,523,-
HCP21_2611,3,119,-
HCP21_2611,252,512,+
HCP21_53__,1,177,+
HCP21_53__,179,418,+
HCP21_53__,444,1520,+
HCP21_53__,1716,2414,+
HCP21_6120,100,294,+
HCP21_8026,3,392,+
HCP21_8026,691,1086,+
HCP21_217_,146,367,-
HCP21_4581,2,415,+
HCP21_4581,466,828,+
HCP21_6031,27,362,-
HCP21_2403,41,565,-
HCP21_2403,824,1783,-
HCP21_2403,1806,2459,-
HCP21_5691,5,157,+
HCP21_10856,2,163,+
HCP21_10494,2,610,-
HCP21_7949,2,532,+
HCP21_4413,6,488,-
HCP21_1581,1,312,+
HCP21_1_1_newblercontig16572,15,215,+
HCP21_2_3833,2,115,+
HCP21_2_9833,3,161,+
HCP21_2_11333,2,181,+
HCP21_2_17666,9,110,+
HCP21_2_24666,13,171,+
HCP21_2_41993,8,103,-
HCP21_2_43993,1,117,+
HCP21_2_44993,2,123,-
HCP21_2_49493,2,139,+
HCP21_2_53493,2,198,-
HCP21_2_55493,28,234,+
HCP21_2_68379,1,213,+
HCP21_2_72522,8,106,+
HCP21_2_80522,3,202,-
HCP21_2_81022,2,216,-
HCP21_2_85176,6,113,-
HCP21_2_88676,3,136,-
HCP21_2_100348,5,127,+
HCP21_2_108447,3,95,-
HCP21_2_127195,3,133,-
HCP21_2_128195,3,140,+
HCP21_2_129195,3,154,-
HCP21_2_129695,2,157,+
HCP21_2_131695,18,194,+
HCP21_2_132195,6,212,+
HCP21_2_139874,4,123,+
HCP21_2_145874,2,166,+
HCP21_2_146874,3,194,-
HCP21_2_154727,2,114,-
HCP21_2_156227,1,117,+
HCP21_2_156727,3,125,+
HCP21_2_157727,3,133,-
HCP21_2_159727,2,157,+
HCP21_2_162727,3,232,-
HCP21_3844,48,485,-
HCP21_5299,3,232,-
HCP21_5299,229,306,-
HCP21_9717,71,400,+
HCP21_5281,2,346,+
HCP21_3414,2,328,+
HCP21_5525,1,636,+
HCP21_7974,26,319,+
HCP21_8601,1,396,+
HCP21_6608,29,415,-
HCP21_1670,2,271,-
HCP21_2136,2,979,-
HCP21_8850,3,482,+
HCP21_9450,3,170,-
HCP21_9450,241,342,-
HCP21_5120,249,365,-
HCP21_7762,126,614,-
HCP21_527_,9,341,+
HCP21_2155,3,323,+
HCP21_10851,1,336,-
HCP21_10851,513,674,-
HCP21_10851,728,997,-
HCP21_6424,217,333,-
HCP21_949_,3,302,-
HCP21_7044,48,701,+
HCP21_5520,3,98,-
HCP21_5520,74,343,-
HCP21_1_1_newblercontig07772,27,233,+
HCP21_1_1_newblercontig10058,3,185,+
HCP21_1_1_newblercontig15966,3,110,-
HCP21_2_911,1,99,+
HCP21_2_7911,20,139,-
HCP21_2_12411,3,200,-
HCP21_2_12911,67,207,+
HCP21_2_18244,1,111,+
HCP21_2_38969,3,182,+
HCP21_2_42571,3,112,-
HCP21_2_46571,31,129,+
HCP21_2_47071,3,131,+
HCP21_2_51071,3,167,+
HCP21_2_51571,1,174,+
HCP21_2_52571,8,106,-
HCP21_2_65957,1,153,+
HCP21_2_67957,39,200,+
HCP21_2_68457,2,217,+
HCP21_2_72600,3,113,-
HCP21_2_73100,4,114,+
HCP21_2_81100,44,160,-
HCP21_2_89254,3,140,+
HCP21_2_102426,3,137,-
HCP21_2_111025,1,123,+
HCP21_2_111525,10,126,+
HCP21_2_114525,3,151,-
HCP21_2_115525,2,163,+
HCP21_2_125273,13,120,+
HCP21_2_125773,2,121,+
HCP21_2_128773,3,146,-
HCP21_2_135952,3,110,-
HCP21_2_146452,3,188,+
HCP21_2_147452,8,196,-
HCP21_2_154305,10,111,-
HCP21_2_158305,3,139,-
HCP21_2_162805,3,236,-
HCP21_5632,1,627,-
HCP21_5632,756,875,+
HCP21_3852,3,770,-
HCP21_6746,1,375,+
HCP21_5390,34,612,+
HCP21_4594,94,414,-
HCP21_4401,90,527,-
HCP21_4391,1,108,+
HCP21_4425,1,339,+
HCP21_1373,3,302,+
HCP21_1373,283,366,+
HCP21_4897,36,557,+
HCP21_9391,275,379,+
HCP21_7143,32,457,-
HCP21_4219,3,338,-
HCP21_6201,219,476,+
HCP21_654_,45,359,+
HCP21_2490,88,804,+
HCP21_5741,3,410,-
HCP21_8124,238,384,+
HCP21_10310,173,523,-
HCP21_2147,2,175,+
HCP21_1_1_newblercontig01451,3,235,-
HCP21_1_1_newblercontig15342,2,132,-
HCP21_2_18167,12,112,+
HCP21_2_18667,2,114,-
HCP21_2_23167,3,148,-
HCP21_2_24667,18,170,+
HCP21_2_33392,2,117,-
HCP21_2_38392,9,206,-
HCP21_2_43994,10,117,+
HCP21_2_47494,5,136,-
HCP21_2_48494,54,146,+
HCP21_2_52494,4,165,+
HCP21_2_54494,22,192,-
HCP21_2_61880,3,109,-
HCP21_2_68880,75,227,+
HCP21_2_80523,1,204,+
HCP21_2_81523,2,234,-
HCP21_2_88177,3,131,-
HCP21_2_95849,10,99,+
HCP21_2_102849,3,161,+
HCP21_2_103849,1,183,+
HCP21_2_104849,3,211,-
HCP21_2_116448,3,172,-
HCP21_2_125696,2,121,+
HCP21_2_126696,2,129,-
HCP21_2_129696,5,160,-
HCP21_2_131696,4,198,-
HCP21_2_132696,26,226,+
HCP21_2_136375,4,111,-
HCP21_2_144375,3,164,-
HCP21_2_145375,5,175,+
HCP21_2_153228,20,106,+
HCP21_2_157228,3,130,-
HCP21_2_159728,2,157,+
HCP21_2418,32,610,+
HCP21_2418,748,990,+
HCP21_2418,1439,2026,+
HCP21_2418,2030,2788,+
HCP21_6556,37,489,+
HCP21_4580,63,1013,-
HCP21_6558,171,563,+
HCP21_9535,1,426,+
HCP21_3205,1,117,+
HCP21_3205,144,296,+
HCP21_3519,1,150,+
HCP21_65__,3,461,-
HCP21_65__,624,836,+
HCP21_65__,1059,2258,+
HCP21_8893,39,356,+
HCP21_8170,1,309,-
HCP21_8170,345,587,-
HCP21_839_,59,340,+
HCP21_8866,29,400,+
HCP21_293_,294,365,-
HCP21_1560,1,258,+
HCP21_10042,2,567,-
HCP21_7823,3,680,+
HCP21_2882,2,406,+
HCP21_7756,3,464,+
HCP21_6355,112,636,+
HCP21_10501,183,452,-
HCP21_1604,44,313,+
HCP21_1_1_newblercontig07091,20,238,-
HCP21_1_1_newblercontig11625,35,184,-
HCP21_1_1_newblercontig12722,3,143,-
HCP21_1_1_newblercontig14301,25,144,+
HCP21_2_4335,2,117,-
HCP21_2_6335,3,128,-
HCP21_2_6835,3,130,-
HCP21_2_11835,3,184,-
HCP21_2_12835,2,96,-
HCP21_2_13835,1,231,+
HCP21_2_17168,2,106,+
HCP21_2_21168,3,130,-
HCP21_2_26668,3,218,+
HCP21_2_34393,3,139,-
HCP21_2_35393,2,151,+
HCP21_2_36393,40,168,+
HCP21_2_39995,3,101,-
HCP21_2_45495,6,125,-
HCP21_2_61881,3,119,-
HCP21_2_66381,2,165,-
HCP21_2_75024,3,125,+
HCP21_2_79524,1,174,+
HCP21_2_83678,2,106,+
HCP21_2_87178,3,124,-
HCP21_2_87678,3,128,+
HCP21_2_93178,7,213,-
HCP21_2_104850,3,209,+
HCP21_2_105350,94,204,-
HCP21_2_110449,3,119,-
HCP21_2_119449,2,223,+
HCP21_2_120697,2,100,+
HCP21_2_130197,3,167,+
HCP21_2_132197,2,211,+
HCP21_2_132697,4,222,-
HCP21_2_137876,2,114,-
HCP21_2_144876,6,167,-
HCP21_2_148376,22,195,+
HCP21_2_154729,13,114,-
HCP21_10681,145,441,-
HCP21_6923,438,545,-
HCP21_10011,3,311,-
HCP21_1986,128,373,-
HCP21_9620,2,517,+
HCP21_846_,2,349,-
HCP21_5249,3,1442,+
HCP21_2925,1,399,-
HCP21_9883,3,638,+
HCP21_10926,216,536,-
HCP21_158_,2,2608,-
HCP21_9476,5,229,+
HCP21_9476,298,468,-
HCP21_7225,61,360,-
HCP21_2261,54,377,+
HCP21_9792,66,245,-
HCP21_9792,227,316,-
HCP21_5599,202,615,+
HCP21_7281,26,373,+
HCP21_1725,3,314,+
HCP21_1507,1,330,+
HCP21_1_1_newblercontig10533,22,198,-
HCP21_1_1_newblercontig11080,2,193,+
HCP21_2_4836,3,112,-
HCP21_2_11836,1,189,+
HCP21_2_13336,2,220,+
HCP21_2_23669,11,136,-
HCP21_2_24169,4,159,-
HCP21_2_27894,3,103,+
HCP21_2_29894,4,111,+
HCP21_2_31394,3,116,+
HCP21_2_31894,15,119,+
HCP21_2_37394,3,188,-
HCP21_2_38894,141,236,-
HCP21_2_39996,7,102,+
HCP21_2_46496,3,130,-
HCP21_2_48496,2,145,+
HCP21_2_52496,1,186,+
HCP21_2_75525,3,98,-
HCP21_2_77025,2,144,-
HCP21_2_77525,6,149,+
HCP21_2_80525,2,187,+
HCP21_2_81525,7,234,+
HCP21_2_92179,3,122,+
HCP21_2_95351,13,105,+
HCP21_2_100351,43,132,-
HCP21_2_102851,3,163,-
HCP21_2_104851,5,208,+
HCP21_2_109950,3,116,-
HCP21_2_110950,2,121,+
HCP21_2_119450,10,237,+
HCP21_2_121198,3,101,+
HCP21_2_126198,3,125,+
HCP21_2_126698,3,125,+
HCP21_2_128198,19,141,+
HCP21_2_139377,27,122,+
HCP21_2_139877,2,127,+
HCP21_2_146877,3,191,-
HCP21_2_149377,2,232,+
HCP21_2_152230,3,103,-
HCP21_2_156230,4,123,+
HCP21_2_157230,3,128,+
HCP21_305_,56,439,+
HCP21_263_,48,365,+
HCP21_5213,21,374,+
HCP21_7918,42,650,+
HCP21_10917,210,839,-
HCP21_4995,2,394,-
HCP21_7080,64,1026,+
HCP21_6887,60,467,-
HCP21_5329,1,498,+
HCP21_9601,4,693,-
HCP21_5175,2,664,-
HCP21_10422,30,473,+
HCP21_1272,1,420,+
HCP21_6968,3,596,+
HCP21_156_,1,2028,+
HCP21_5000,3,254,-
HCP21_574_,1,303,-
HCP21_743_,221,439,-
HCP21_268_,120,365,+
HCP21_4965,205,504,-
HCP21_3997,3,230,-
HCP21_1_1_newblercontig01672,24,179,-
HCP21_1_1_newblercontig06500,3,245,-
HCP21_2_6337,1,129,+
HCP21_2_7337,2,135,-
HCP21_2_12337,4,198,-
HCP21_2_22170,3,134,+
HCP21_2_23170,1,147,+
HCP21_2_26170,3,209,+
HCP21_2_27895,4,102,+
HCP21_2_28895,4,105,+
HCP21_2_29895,15,104,+
HCP21_2_34895,6,143,-
HCP21_2_35395,2,151,+
HCP21_2_36895,33,176,-
HCP21_2_38395,8,211,+
HCP21_2_42997,2,106,+
HCP21_2_43497,13,102,-
HCP21_2_49997,3,158,+
HCP21_2_50497,3,164,-
HCP21_2_61883,4,120,+
HCP21_2_64383,4,138,+
HCP21_2_74526,2,124,+
HCP21_2_75026,1,126,+
HCP21_2_75526,7,126,+
HCP21_2_79526,3,179,+
HCP21_2_86180,5,118,-
HCP21_2_92180,2,172,+
HCP21_2_93180,13,222,+
HCP21_2_101852,3,148,-
HCP21_2_116451,1,174,+
HCP21_2_123699,3,109,-
HCP21_2_124199,3,115,-
HCP21_2_126199,3,125,+
HCP21_2_127699,29,136,-
HCP21_2_133378,3,100,-
HCP21_2_135878,9,110,-
HCP21_2_143378,3,155,-
HCP21_2_149378,3,233,-
HCP21_2_155731,3,109,-
HCP21_2_161731,2,197,-
HCP21_8584,103,327,+
HCP21_4558,3,487,-
HCP21_4302,2,565,-
HCP21_1456,1,321,+
HCP21_489_,1,369,-
HCP21_9274,2,490,-
HCP21_7311,2,271,-
HCP21_7343,3,302,+
HCP21_5591,16,291,+
HCP21_5844,3,212,+
HCP21_6415,97,351,+
HCP21_10415,3,524,-
HCP21_5553,1,300,+
HCP21_9014,3,371,+
HCP21_10169,1,564,+
HCP21_9297,30,491,-
HCP21_6037,2,970,+
HCP21_2872,14,634,-
HCP21_6978,1,306,+
HCP21_7589,46,378,+
HCP21_2_338,4,102,-
HCP21_2_7338,2,135,-
HCP21_2_10838,3,173,+
HCP21_2_13838,3,230,-
HCP21_2_17671,2,106,+
HCP21_2_22171,3,137,+
HCP21_2_22671,3,143,+
HCP21_2_33896,2,130,+
HCP21_2_40498,1,102,+
HCP21_2_40998,2,105,-
HCP21_2_44498,24,119,+
HCP21_2_46498,2,130,+
HCP21_2_67884,3,194,+
HCP21_2_80527,3,203,+
HCP21_2_83681,2,106,+
HCP21_2_87181,3,125,+
HCP21_2_91181,1,168,+
HCP21_2_92181,7,93,+
HCP21_2_92681,6,206,-
HCP21_2_97353,3,115,-
HCP21_2_98353,3,119,-
HCP21_2_98853,2,120,-
HCP21_2_99853,1,129,+
HCP21_2_112952,21,137,+
HCP21_2_113452,35,139,+
HCP21_2_116952,3,184,-
HCP21_2_119452,3,235,-
HCP21_2_125700,2,118,+
HCP21_2_130700,3,176,+
HCP21_2_131700,3,194,+
HCP21_2_139879,1,99,+
HCP21_2_142379,2,144,-
HCP21_2_152732,2,105,-
HCP21_2_159232,2,148,+
HCP21_2_162732,6,236,+
HCP21_928_,49,336,+
HCP21_7550,34,648,+
HCP21_3554,43,354,+
HCP21_7471,2,691,-
HCP21_9026,41,445,-
HCP21_137_,2,502,-
HCP21_137_,572,889,-
HCP21_137_,1036,1350,-
HCP21_137_,1612,1687,-
HCP21_137_,1691,1767,-
HCP21_137_,1916,2941,-
HCP21_137_,3037,3609,-
HCP21_3484,2,172,-
HCP21_3484,550,759,-
HCP21_9358,59,385,-
HCP21_4966,441,557,+
HCP21_2974,47,271,+
HCP21_2974,303,425,+
HCP21_5278,3,448,-
HCP21_3658,33,854,+
HCP21_5614,1,384,-
HCP21_4820,3,350,+
HCP21_6324,1,384,-
HCP21_8780,90,500,+
HCP21_7874,29,757,-
HCP21_7342,806,898,-
HCP21_3677,29,421,-
HCP21_727_,2,316,-
HCP21_6163,1,180,+
HCP21_6163,266,451,-
HCP21_6163,454,549,-
HCP21_1_1_newblercontig07095,85,204,+
HCP21_1_1_newblercontig07685,3,230,+
HCP21_1_1_newblercontig12727,14,175,+
HCP21_2_2839,3,109,-
HCP21_2_7339,3,134,+
HCP21_2_9339,3,155,-
HCP21_2_12839,2,208,+
HCP21_2_22172,3,131,-
HCP21_2_30397,3,113,+
HCP21_2_32897,3,127,-
HCP21_2_37897,8,202,+
HCP21_2_41499,2,109,+
HCP21_2_46999,3,89,-
HCP21_2_47999,3,142,-
HCP21_2_55499,4,234,-
HCP21_2_65385,6,125,+
HCP21_2_67385,2,181,+
HCP21_2_67885,66,197,+
HCP21_2_68385,6,212,-
HCP21_2_74028,3,119,-
HCP21_2_76028,8,133,+
HCP21_2_80528,3,194,+
HCP21_2_87182,2,124,+
HCP21_2_93182,90,224,+
HCP21_2_97854,3,116,-
HCP21_2_100854,12,137,-
HCP21_2_102354,2,156,-
HCP21_2_103854,3,182,+
HCP21_2_114453,8,151,+
HCP21_2_128701,11,145,+
HCP21_2_129701,5,160,+
HCP21_2_135880,14,109,+
HCP21_2_141880,1,141,+
HCP21_2_146880,3,158,-
HCP21_2_153233,12,107,+
HCP21_2_155733,4,120,+
HCP21_7274,99,221,+
HCP21_7274,282,694,-
HCP21_3746,158,427,+
HCP21_10273,1,414,+
HCP21_2060,3,356,-
HCP21_9745,3,350,-
HCP21_1414,27,266,-
HCP21_6093,1,399,-
HCP21_6724,55,882,+
HCP21_2079,1,114,+
HCP21_2079,291,407,+
HCP21_1829,2,268,-
HCP21_1418,2,334,-
HCP21_3818,2,778,+
HCP21_1762,3,446,+
HCP21_3993,43,417,+
HCP21_8830,196,519,-
HCP21_660_,1,381,-
HCP21_10625,3,482,-
HCP21_8833,25,177,-
HCP21_8833,664,750,-
HCP21_2379,140,322,-
HCP21_2379,551,922,-
HCP21_2379,952,1584,-
HCP21_2379,1738,1959,+
HCP21_2379,2245,2379,-
HCP21_4592,1,675,+
HCP21_2_123202,1,110,+
HCP21_1644,12,386,+
HCP21_7628,3,491,-
HCP21_6158,2,577,+
HCP21_3561,15,383,+
HCP21_1392,9,293,+
HCP21_4504,3,548,+
HCP21_4504,605,766,-
HCP21_7636,1,1107,-
HCP21_2742,38,322,-
HCP21_7284,96,371,+
HCP21_9155,3,307,-
HCP21_36__,39,668,-
HCP21_36__,821,1789,-
HCP21_36__,1929,2363,-
HCP21_36__,2360,2470,-
HCP21_2888,1,201,+
HCP21_260_,73,423,-
HCP21_5194,3,467,+
HCP21_3397,425,484,-
HCP21_8835,51,1133,+
HCP21_8068,108,581,-
HCP21_5827,8,397,+
HCP21_4096,3,350,+
HCP21_1_1_newblercontig02121,3,183,+
HCP21_2_3841,13,114,-
HCP21_2_11341,4,180,+
HCP21_2_17674,3,110,-
HCP21_2_19674,2,118,+
HCP21_2_26174,23,211,-
HCP21_2_31399,2,117,-
HCP21_2_31899,6,119,+
HCP21_2_34899,2,145,-
HCP21_2_35399,3,134,-
HCP21_2_35899,3,160,-
HCP21_2_49001,1,147,+
HCP21_2_52501,3,185,-
HCP21_2_58887,3,106,-
HCP21_2_60887,3,115,-
HCP21_2_68387,29,214,-
HCP21_2_75030,2,126,-
HCP21_2_78030,3,155,-
HCP21_2_79030,9,167,+
HCP21_2_80030,33,158,+
HCP21_2_80530,47,202,-
HCP21_2_81030,2,217,+
HCP21_2_90184,3,122,+
HCP21_2_91684,3,179,-
HCP21_2_98856,1,123,+
HCP21_2_99356,2,124,+
HCP21_2_101856,26,148,-
HCP21_2_105955,3,101,-
HCP21_2_114955,3,155,-
HCP21_2_118955,2,222,-
HCP21_2_124203,3,113,-
HCP21_2_130703,3,176,-
HCP21_2_132203,3,212,+
HCP21_2_135882,2,97,+
HCP21_2_143382,2,139,+
HCP21_2_146882,1,192,+
HCP21_2_148382,29,157,-
HCP21_2_149382,6,233,-
HCP21_2_155735,6,119,-
HCP21_2_156235,9,119,-
HCP21_2_161235,3,185,-
HCP21_8889,3,119,-
HCP21_8889,209,307,-
HCP21_4536,63,1457,-
HCP21_9982,64,228,-
HCP21_8195,1,459,-
HCP21_666_,3,317,-
HCP21_1553,1,378,+
HCP21_5909,122,712,-
HCP21_800_,3,161,-
HCP21_800_,324,389,-
HCP21_5803,351,548,+
HCP21_1368,1,318,+
HCP21_10020,2,256,-
HCP21_10020,417,518,+
HCP21_5172,3,572,+
HCP21_9555,2,400,-
HCP21_4929,3,305,-
HCP21_8551,1,612,-
HCP21_8551,624,686,-
HCP21_6753,19,510,-
HCP21_596_,63,314,-
HCP21_9147,1,357,+
HCP21_4736,1,945,+
HCP21_4560,2,616,-
HCP21_5919,3,1259,+
HCP21_10127,127,378,+
HCP21_10699,3,479,-
HCP21_2819,2,307,+
HCP21_2819,300,917,+
HCP21_7443,1,447,-
HCP21_8550,39,197,-
HCP21_8550,282,434,-
HCP21_2473,2,310,-
HCP21_5905,1,156,+
HCP21_5511,4,276,+
HCP21_8039,1,201,+
HCP21_472_,40,297,+
HCP21_469_,3,392,+
HCP21_3080,2,841,-
HCP21_9776,51,413,+
HCP21_3991,52,138,-
HCP21_6985,2,316,+
HCP21_10837,2,421,+
HCP21_1297,3,158,+
HCP21_8196,99,341,-
HCP21_8196,452,589,-
HCP21_1140,6,308,-
HCP21_1_1_newblercontig11087,3,194,-
HCP21_1_1_newblercontig12731,10,153,+
HCP21_2_12343,9,197,+
HCP21_2_12843,4,204,-
HCP21_2_22676,2,142,+
HCP21_2_24676,3,173,-
HCP21_2_48003,3,142,-
HCP21_2_55003,2,225,-
HCP21_2_62389,3,121,-
HCP21_2_63389,2,91,+
HCP21_2_67889,2,198,-
HCP21_2_70032,3,98,+
HCP21_2_77032,20,130,+
HCP21_2_78032,1,156,+
HCP21_2_81032,3,218,-
HCP21_2_84186,1,105,+
HCP21_2_89686,2,144,-
HCP21_2_93186,17,223,-
HCP21_2_102358,2,156,-
HCP21_2_103358,3,173,+
HCP21_2_104858,2,210,-
HCP21_2_105358,2,229,+
HCP21_2_106457,2,102,-
HCP21_2_110457,3,112,-
HCP21_2_117457,2,192,-
HCP21_2_118457,43,213,-
HCP21_2_132205,46,210,+
HCP21_2_137384,8,115,+
HCP21_2_142884,22,150,-
HCP21_2_146384,20,187,+
HCP21_2_148884,4,225,+
HCP21_2_159237,13,147,+
HCP21_3889,87,578,+
HCP21_5258,116,811,-
HCP21_850_,1,147,-
HCP21_850_,315,476,-
HCP21_4178,1,375,+
HCP21_6772,2,445,+
HCP21_5254,56,322,-
HCP21_2129,3,404,-
HCP21_6185,3,89,+
HCP21_2010,2,394,-
HCP21_2685,2,646,+
HCP21_825_,45,389,-
HCP21_7028,134,1090,-
HCP21_4841,3,644,-
HCP21_5870,2,508,-
HCP21_1870,2,88,+
HCP21_1870,235,336,+
HCP21_2991,2,79,+
HCP21_2991,186,1418,+
HCP21_10009,3,545,-
HCP21_5114,2,133,+
HCP21_4713,213,479,-
HCP21_9195,3,323,-
HCP21_8051,353,532,-
HCP21_10451,1,351,+
HCP21_3361,31,366,+
HCP21_6551,2,781,+
HCP21_7001,215,694,+
HCP21_4724,3,551,+
HCP21_8059,3,899,-
HCP21_9113,2,61,+
HCP21_9113,121,411,+
HCP21_2084,1,318,+
HCP21_7581,83,289,-
HCP21_9338,1,816,-
HCP21_5876,121,477,+
HCP21_8446,5,577,-
HCP21_8753,3,254,+
HCP21_2061,1,312,-
HCP21_7150,62,787,+
HCP21_7528,3,446,+
HCP21_1755,3,305,+
HCP21_9033,85,600,-
HCP21_9033,658,981,-
HCP21_9033,985,1182,-
HCP21_10483,1,261,+
HCP21_8272,48,545,-
HCP21_2_7844,3,133,-
HCP21_2_8344,3,145,-
HCP21_2_33402,3,128,-
HCP21_2_37402,3,188,-
HCP21_2_38902,6,236,+
HCP21_2_41004,24,107,+
HCP21_2_44504,12,122,-
HCP21_2_46504,8,130,+
HCP21_2_53504,11,196,-
HCP21_2_55504,2,231,-
HCP21_2_57890,3,98,-
HCP21_2_64390,7,138,-
HCP21_2_66390,3,164,-
HCP21_2_67390,2,186,-
HCP21_2_72533,2,111,-
HCP21_2_75033,3,122,+
HCP21_2_77033,2,144,-
HCP21_2_78533,2,159,-
HCP21_2_80033,22,192,-
HCP21_2_81033,3,200,-
HCP21_2_89687,3,144,-
HCP21_2_91687,3,179,-
HCP21_2_99859,3,122,+
HCP21_4276,1,327,-
HCP21_6936,3,122,+
HCP21_2904,247,351,-
HCP21_10364,1,441,-
HCP21_8650,3,437,-
HCP21_2161,3,167,+
HCP21_2161,262,324,+
HCP21_1199,57,341,+
HCP21_2392,201,1493,-
HCP21_2392,1690,2766,-
HCP21_2392,2971,4197,-
HCP21_1365,2,127,+
HCP21_1365,146,286,-
HCP21_1365,291,371,-
HCP21_10373,82,402,+
HCP21_7875,49,558,+
HCP21_10232,70,483,+
HCP21_10467,3,410,+
HCP21_7206,1,408,-
HCP21_9604,559,624,+
HCP21_9237,43,411,-
HCP21_488_,1,345,+
HCP21_5776,2,370,+
HCP21_4600,3,707,-
HCP21_4922,176,352,+
HCP21_1_1_newblercontig02313,73,207,-
HCP21_1_1_newblercontig07102,44,223,-
HCP21_1_1_newblercontig09411,1,213,+
HCP21_2_7845,3,140,-
HCP21_2_8345,3,145,-
HCP21_2_8845,2,148,+
HCP21_2_10345,3,166,-
HCP21_2_12345,2,199,+
HCP21_2_23678,3,155,+
HCP21_2_24678,28,171,-
HCP21_2_28403,14,103,-
HCP21_2_36403,15,158,+
HCP21_2_36903,1,159,+
HCP21_2_38903,3,236,+
HCP21_2_42005,2,111,-
HCP21_2_44005,2,118,+
HCP21_2_45005,7,123,-
HCP21_2_47505,19,138,+
HCP21_2_51505,21,170,+
HCP21_2_55005,13,222,-
